# Attributs des unites de Total War: WARHAMMER III, par nom affiche.
#
# Source : le jeu de base ET les 133 packs du workshop installes.
#   db.pack        — ATTENTION, c'est db.pack et non data.pack, qui ne contient
#                    aucune table ;
#   local_en.pack  — INDISPENSABLE et facile a oublier : il ne porte aucune table,
#                    seulement les NOMS AFFICHES du jeu de base. Sans lui, toutes
#                    les unites vanilla sortent du resultat faute de nom, et le
#                    fichier produit parait pourtant plus riche. Un compteur ne
#                    voit pas cette erreur : quatre unites temoins, si.
#   workshop\\1142710\\*\\*.pack — les mods.
#
# Tables lues, et la liaison correcte entre elles :
#   land_units_tables                          cle d'unite -> nom de GROUPE
#   unit_attributes_to_groups_junctions_tables nom de groupe -> attributs
#   land_units_to_unit_abilites_junctions      pour les deux familles de soin
#   land_units_onscreen_name_*                 cle d'unite -> nom affiche
# Passer par le groupe est obligatoire : dans le jeu de base il porte le meme nom
# que l'unite, ce qui laisse croire qu'on peut s'en dispenser, mais les mods
# declarent de vrais groupes partages (« wh3_deer24_BINGYONG_attributes »).
# Extraction : ~\\.claude\\tools\\tww\\dump_db_rows.ps1, qui suit le SCHEMA de la
# table. Ne PAS utiliser dump_db.ps1, qui extrait les chaines a plat.
#
# Format :  Nom affiche <TAB> attribut,attribut,...
#
# DEUX PSEUDO-ATTRIBUTS viennent de la table des CAPACITES, pas de celle des
# attributs — du point de vue d'une note de fiche c'est la meme affirmation :
#   regeneration  soin continu (wh_main_unit_passive_regeneration et la variante
#                 nurglesque). Recompense une unite qui TIENT.
#   the_hunger    soin vampirique, les trois cles ..._the_hunger. Rend des PV EN
#                 TUANT. Recompense une unite qu'on LANCE.
# Les separer est indispensable : confondus, ils faisaient accuser quatre Varghulf
# a tort. Methode validee sur les Trolls de Riviere, qui portent la vraie
# Regeneration. healing_power dans land_units ne discrimine rien (vaut 1 partout).
#
# UNION ENTRE PACKS. L'ordre de chargement des mods n'est pas connu ici, donc on
# prend l'union des attributs. Un mod qui RETIRE un attribut ne sera pas vu : le
# controle peut donc taire un vrai defaut, jamais en inventer un. C'est le bon sens
# d'erreur pour un outil informatif. Meme raison pour les noms : quand un mod
# renomme une unite du jeu de base, les DEUX noms sont conserves.
#
# Regenerer apres un DLC ou un nouveau mod : voir scratchpad de la session du
# 19/08/2026 (generer_attributs_v2.ps1 puis installer_attributs.ps1). Le script de
# generation verifie quatre unites temoins et refuse d'installer si l'une est
# fausse — un total ne prouve rien.
#
# 4423 unites portant au moins un attribut.
#
"Contorted Man"	causes_fear,causes_terror,hide_forest,unbreakable,undead,yin
{{tr:land_units_onscreen_name_wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla}}	causes_fear,devastating_flanker,encourages,hide_forest,immune_to_psychology,mark_slaanesh,spell_mastery,strider
{{tr:land_units_onscreen_name_wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla}}	causes_fear,devastating_flanker,encourages,hide_forest,immune_to_psychology,mark_slaanesh,spell_mastery,strider
{{tr:land_units_onscreen_name_wh3_dlc27_hef_cha_caradryan}}	causes_fear,causes_terror,encourages,flying,hide_forest,immune_to_psychology
{{tr:land_units_onscreen_name_wh3_dlc27_hef_cha_mist_mage}}	causes_fear,encourages,flying
{{tr:land_units_onscreen_name_wh3_dlc27_hef_cha_sea_helm}}	causes_fear,encourages,flying
{{tr:land_units_onscreen_name_wh3_dlc27_hef_cha_sea_lord_aislinn}}	causes_fear,causes_terror,encourages,flying
{{tr:land_units_onscreen_name_wh3_dlc27_nor_cha_great_shaman_sorcerer_death}}	causes_fear,causes_terror,encourages,hide_forest
{{tr:land_units_onscreen_name_wh3_dlc27_nor_cha_great_shaman_sorcerer_fire}}	causes_fear,causes_terror,encourages,hide_forest
{{tr:land_units_onscreen_name_wh3_dlc27_nor_cha_great_shaman_sorcerer_metal}}	causes_fear,causes_terror,encourages,hide_forest
{{tr:land_units_onscreen_name_wh3_dlc27_nor_cha_sayl_the_faithless}}	causes_fear,causes_terror,encourages,hide_forest
{{tr:land_units_onscreen_name_wh3_dlc27_sla_cha_druchii_anointed}}	causes_fear,devastating_flanker,encourages,hide_forest,immune_to_psychology,mark_slaanesh,strider
{{tr:land_units_onscreen_name_wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer}}	causes_fear,devastating_flanker,encourages,hide_forest,immune_to_psychology,mark_slaanesh,strider
{{tr:land_units_onscreen_name_wh3_main_cth_cha_alchemist_1}}	always_flying,encourages,mounted_fire_move,spell_mastery
{{tr:land_units_onscreen_name_wh3_main_kho_mon_spawn_of_khorne_0}}	causes_fear,hide_forest,mark_khorne,unbreakable
{{tr:land_units_onscreen_name_wh3_main_nur_inf_plaguebearers_1}}	causes_fear,daemonic,hide_forest
{{tr:land_units_onscreen_name_wh3_main_sla_cha_alluress_shadow_0}}	causes_fear,daemonic,devastating_flanker,encourages,hide_forest,strider
{{tr:land_units_onscreen_name_wh3_main_sla_cha_alluress_slaanesh_0}}	causes_fear,daemonic,devastating_flanker,encourages,hide_forest,strider
{{tr:land_units_onscreen_name_wh3_main_sla_cha_herald_of_slaanesh_shadow_0}}	causes_fear,daemonic,devastating_flanker,encourages,hide_forest,strider
{{tr:land_units_onscreen_name_wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0}}	causes_fear,daemonic,devastating_flanker,encourages,hide_forest,strider
{{tr:land_units_onscreen_name_wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0}}	causes_fear,causes_terror,daemonic,encourages,fatigue_immune,flying,unbreakable
『Blood Hunt Assistant』Khorax	causes_fear,causes_terror,daemonic,encourages,fatigue_res,flying
『Blood Hunt Master』Khabandha	causes_fear,causes_terror,daemonic,encourages,flying,strider
『三太子』那拏天	causes_fear,encourages,flying
『兑金镇兽』白虎	causes_fear,causes_terror,encourages,hide_forest,immune_to_psychology,strider,yang
『卑劣者』乌古斯	causes_fear,devastating_flanker,encourages,guerrilla_deploy,hide_forest,stalk,strider
『南阳王』韩承	causes_fear,causes_terror,encourages,flying,hide_forest
『却胡天』弈青	encourages,hide_forest
『噬魂者』阿明·赫里斯	causes_fear,causes_terror,daemonic,devastating_flanker,encourages,strider
『坎水镇兽』玄武	cant_run,causes_fear,causes_terror,charge_defense,charge_reflection,encourages,fatigue_immune,immune_to_psychology,yin
『堕落者』塔伽萨	encourages,flying,hide_forest,mark_tzeentch,strider
『天廷高阶参军』叶嘉	encourages,hide_forest,mounted_fire_move
『天火教团女主』维列斯·苏尔	encourages,hide_forest
『天火教团女主』维列斯·苏尔（飞马）	encourages,flying,hide_forest
『天火教团女主』维列斯·苏尔（马）	encourages,hide_forest
『天钦』云骧	causes_fear,causes_terror,charge_defense,charge_reflection,encourages,fatigue_immune,hide_forest,regeneration,unbreakable,yang
『天门卫尉』侯骞	encourages,hide_forest
『宸风』韫岚	causes_fear,encourages,flying,hide_forest,spell_mastery
『小龙麟』关梓墨	causes_fear,encourages,hide_forest,immune_to_psychology
『屠夫游侠』罗达克	encourages,hide_forest
『巨侠』唐靖胤	encourages,hide_forest
『平波大舟师』戚俨	causes_fear,encourages,flying,hide_forest
『影鸾』童珑	encourages,hide_forest
『慵懒者』莫鲁兹	causes_fear,causes_terror,daemonic,devastating_flanker,encourages,flying,mark_slaanesh,strider
『撼尘生』妙弋	causes_fear,causes_terror,charge_defense,charge_reflection,encourages,fatigue_immune,hide_forest,unbreakable,yang
『新武侯』 新绮	encourages,hide_forest,immune_to_psychology,mounted_fire_move
『月中仙』 方文子	causes_fear,causes_terror,encourages,flying,hide_forest,spell_mastery
『武圣』榻玉载天真君	causes_fear,encourages,hide_forest
『武干戈』刑夭	causes_fear,causes_terror,wallbreaker,yang
『武痴』裴岳	encourages,hide_forest
『毁灭者』玛洛克	causes_fear,causes_terror,flying,guerrilla_deploy
『清虚子』姜望	encourages,hide_forest,spell_mastery
『猎犬八角冠军勇士』瓦加什	causes_fear,encourages,hide_forest,mark_khorne
『玉江月』 赵祈	encourages,hide_forest,immune_to_psychology
『玉江白母』后羲	causes_fear,causes_terror,yin
『玉骨仙』津霄	causes_fear,causes_terror,encourages,hide_forest,undead
『疤痕者』阿尔博迪	encourages,hide_forest
『督天官』王	causes_fear,causes_terror,flying,unbreakable,yang
『破晓』梅泽卡	causes_fear,encourages,flying,guerrilla_deploy,hide_forest,immune_to_psychology,mounted_fire_move,stalk,strider
『离火镇兽』朱雀	causes_fear,causes_terror,encourages,flying,immune_to_psychology,spell_mastery,yang
『篡朝者』野盛	causes_fear,encourages,flying,hide_forest
『红斧』 埃里克	causes_fear,causes_terror,encourages,hide_forest
『绝情剑』柳月如	encourages,hide_forest
『胤江子』薛定	causes_fear,causes_terror,encourages,flying,hide_forest
『莫拉丝侍女』德鲁萨拉	causes_fear,causes_terror,encourages,flying,hide_forest
『莫拉丝侍女』德鲁萨拉（化身）	causes_fear,causes_terror
『行香子』弈瑶华	encourages,hide_forest,spell_mastery,unbreakable,yang,yin
『诅咒灵』维里奇	encourages,hide_forest,mark_tzeentch
『逐血者』赫格	causes_fear,causes_terror,daemonic,encourages,flying,mark_khorne
『金枪太保』秦元毅	causes_fear,encourages,flying,hide_forest
『锦玉郎』嬴瑾	always_flying,encourages,hide_forest,mounted_fire_move
『锻主』 乔逍	causes_fear,encourages,hide_forest,immune_to_psychology
『长者』拉格拉诺斯	causes_fear,causes_terror,encourages,wallbreaker
『雷震子』震雷公	causes_fear,causes_terror,flying,guerrilla_deploy,stalk,yang
『靖南公』段尉	causes_fear,encourages,immune_to_psychology
『飞将军』李谡	encourages,hide_forest
『骨父』奥巴尔德	causes_fear,encourages,hide_forest,undead
『鸦卫』 枯夕	encourages,flying,guerrilla_deploy,immune_to_psychology,mounted_fire_move,stalk,strider,unspottable
『鸦卫副统』 枯荣	causes_fear,encourages,flying,guerrilla_deploy,immune_to_psychology,mounted_fire_move,stalk,strider,unspottable
『黑心』扎坦	causes_fear,causes_terror,contempt,encourages,flying
『龙门指挥使』弈绍	causes_fear,causes_terror,encourages,flying,hide_forest
Abhorash	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abhorash: Pole Arm	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abhorash: Spear and Mace	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abhorash: Sword and Shield	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abhorash: Two Handed Axe	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abhorash: Two Handed Sword	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ogre_charge,the_hunger,undead
Abin-gnaw Hakk's Kill Squad (Clatter Runners)	mounted_fire_move
Abnag Hellbeard	causes_fear,causes_terror,contempt,encourages,flying
Abnagg Hellbeard	contempt,encourages,hide_forest
Abrax the Bloody	causes_fear,causes_terror,encourages,hide_forest,mark_khorne
Abyssal Terror Knight	causes_fear,causes_terror,encourages,fatigue_immune,flying,the_hunger,undead,wallbreaker
Accursed Diao Si Gui	causes_fear,causes_terror,flying,hide_forest,ignore_trees,mounted_fire_move,undead,yin
Acolytes	hide_forest,unbreakable
Acolytes of Asaph (Beauty, Magic & Vengence)	causes_fear,encourages,hide_forest,mounted_fire_move,regeneration,undead
Acolytes of Djaf (Death & War)	causes_fear,encourages,hide_forest,mounted_fire_move,undead
Acolytes of Ptra (Sun & Light)	causes_fear,encourages,hide_forest,mounted_fire_move,undead
Acolytes of Tzeentch	hide_forest,mark_tzeentch
Adalhard de Lyonesse	causes_fear,causes_terror,encourages,flying,hide_forest,knight
Adelijken Greatswords	hide_forest
Adella of the Thousand Mouths	causes_fear,causes_terror,encourages,hide_forest,ignore_imbue_contact_effects_enemy,mounted_fire_move,wallbreaker
Adventurers	hide_forest,immune_to_psychology
Aekold Helbrass	encourages,hide_forest,immune_to_psychology,mark_tzeentch
Aelfric Cyenwulf	encourages,hide_forest
Aeris	causes_fear,flying
Aesling Hunters (Javelins)	hide_forest
Aesling Hunters (Throwing Axes)	hide_forest
Aesling Marauder Berserkers	hide_forest,immune_to_psychology
Aesling Marauder Horsemen (Throwing Axes)	guerrilla_deploy,hide_forest,mounted_fire_move
Aesling Spearmen	charge_defense_vs_large,charge_reflection,hide_forest
Aeson the Fallen (Mutalith Vortex Beast)	causes_fear,causes_terror
Aessa Goldmane	causes_fear,causes_terror,encourages,fatigue_immune,hide_forest,ignore_trees,strider
Aghyar Carrion Eaters (Hung Spawneaters)	causes_fear,causes_terror,hide_forest
Agravain de Beau Quest	encourages,hide_forest,ignore_trees,wallbreaker
Aitheach Giant-Blooded	causes_fear,hide_forest
Akkorak the Crow	devastating_flanker,encourages,hide_forest,immune_to_psychology,strider
Akshina Ambushers	guerrilla_deploy,hide_forest,ignore_trees,stalk,yin
Al Muktar's Desert Dogs	guerrilla_deploy,hide_forest
Alarielle - Servant of Isha	encourages,hide_forest
Alarielle the Radiant	causes_fear,encourages,flying,hide_forest
Alastar the White Lion	causes_fear,causes_terror,encourages,flying,hide_forest,ignore_trees
Alberic de Bordeleaux	causes_fear,causes_terror,encourages,flying,hide_forest,knight
Alberich Haupt-Anderssen	causes_fear,causes_terror,encourages,flying,hide_forest,immune_to_psychology
Alberich von Korden	encourages,hide_forest,immune_to_psychology,mounted_fire_move
Albino Gaurd	charge_defense_vs_large,charge_reflection,hide_forest
Albion Giant	causes_fear,causes_terror,wallbreaker
Albion Giant (Stone Thrower)	causes_fear,causes_terror
Albrecht Nictus	causes_fear,causes_terror,encourages,flying,stalk,strider,the_hunger,undead,wallbreaker
Alcatani Fellowship (Pikemen)	charge_defense,charge_reflection,encourages,formed_attack,hide_forest
Alchemist	encourages,hide_forest,spell_mastery
Aldebrand Ludenhof	causes_fear,causes_terror,encourages,flying,hide_forest,strider
Aldred von Carroburg	encourages,hide_forest
Alfkael Bloodfather	causes_fear,encourages,hide_forest,regeneration,strider
Alfkael the Bloodfather	causes_fear,encourages,hide_forest,mark_khorne
Aliathra the Everchild	causes_fear,causes_terror,encourages,flying,hide_forest,ignore_trees
Alicia von Unterwald	causes_fear,encourages,flying,hide_forest,undead
Alith Anar	encourages,guerrilla_deploy,hide_forest,mounted_fire_move
Alith Anar – Decoy	encourages,fatigue_immune,hide_forest,mounted_fire_move,unbreakable
All The Evils of Nongchang	causes_fear,causes_terror,encourages,hide_forest,ignore_imbue_contact_effects_enemy,spell_mastery,the_hunger,undead,wallbreaker,yin
Alluress (Shadows)	causes_fear,causes_terror,daemonic,devastating_flanker,encourages,fatigue_immune,hide_forest,strider
Alluress (Slaanesh)	causes_fear,causes_terror,daemonic,devastating_flanker,encourages,fatigue_immune,hide_forest,strider
Allyia Njevski	encourages,hide_forest
Alphonse Dolmancé	encourages,hide_forest
Alrik Ranulfsson	charge_defense_vs_large,charge_reflection,encourages,hide_forest
Altar Guardians	charge_defense_vs_large,hide_forest,skink
Altar Guardians of Chotec	charge_defense_vs_large,fatigue_immune,hide_forest,skink
Altar Guardians of Huanchi	charge_defense_vs_large,ignore_trees,skink,stalk
Altar Guardians of Quetzl	charge_defense_vs_large,hide_forest,skink
Altar Guardians of Sotek	charge_defense_vs_large,hide_forest,ignore_imbue_contact_effects_enemy,skink
Altar Guardians of Tepok	charge_defense_vs_large,hide_forest,skink,spell_mastery
Altar Guardians of Tlazcotl	charge_defense_vs_large,contempt,disciplined,hide_forest,immune_to_psychology,skink
Altar Guardians of Tzunki	charge_defense_vs_large,guerrilla_deploy,hide_forest,skink
Althran Stormrider	causes_fear,causes_terror,encourages,flying,hide_forest
Amadri Ironbark	causes_fear,charge_defense,guerrilla_deploy,hide_forest,ignore_trees,immune_to_psychology
Amanhotep's Curse (Corsair Legion)	causes_fear,guerrilla_deploy,hide_forest,undead
Amaxon Barbs (Razordon Hunting Pack)	causes_fear,charge_reflection,hide_forest
Amber Wizard	causes_fear,causes_terror,encourages,flying,hide_forest,ignore_trees
Amblepeak Greybacks (Yhetees)	causes_fear,causes_terror,hide_forest
Ambush Netters	charge_defense,charge_reflection,guerrilla_deploy,hide_forest
Amethyst Helstorm Rocket Battery	cant_run
Amethyst Ironsides	causes_fear,hide_forest
Amethyst Land Ship	causes_fear,causes_terror,mounted_fire_move,unbreakable
Amethyst Outriders	causes_fear,guerrilla_deploy,hide_forest,mounted_fire_move
Amethyst Wizard	encourages,flying,hide_forest
Amon 'Chakai	causes_fear,causes_terror,daemonic,encourages,flying
Anakonda's Amazons	guerrilla_deploy,hide_forest,strider
Anark von Carstein	causes_fear,causes_terror,encourages,flying,hide_forest,strider,the_hunger,undead
Anarsis	causes_fear,causes_terror
Ancestor Spirit	causes_fear,causes_terror,charge_defense_vs_large,encourages,hide_forest,strider,unbreakable
Ancestor Witch	causes_fear,causes_terror,encourages,hide_forest,spell_mastery,undead,yin
Ancestral Warriors	causes_fear,causes_terror,charge_defense_vs_large,charge_reflection,encourages,hide_forest,strider,undead
Ancient Augus	causes_fear,strider
Ancient Faithfuls	causes_fear,hide_forest,undead,yang
Ancient Protector	causes_fear,causes_terror,encourages,hide_forest,unbreakable
Ancient Razordon	causes_fear,causes_terror,charge_reflection,hide_forest
Ancient Salamander	causes_fear,causes_terror,hide_forest,wallbreaker
Ancient Salamander (Crystalback)	causes_fear,causes_terror,hide_forest,wallbreaker
Ancient Stegadon	causes_fear,causes_terror,mounted_fire_move,wallbreaker
Ancient Stegadon (Crystalback)	causes_fear,causes_terror,mounted_fire_move,wallbreaker
Ancient Stegadon (Engine of the Gods)	causes_fear,causes_terror,mounted_fire_move,wallbreaker
Ancient Tomb Mummies	causes_fear,causes_terror,encourages,hide_forest,undead
Ancient Treeman	causes_fear,causes_terror,charge_defense,encourages,guerrilla_deploy,hide_forest,ignore_trees
Anethra Helbane	causes_fear,causes_terror,charge_defense_vs_large,charge_reflection,encourages,hide_forest,regeneration
Animated Hulks	causes_fear,hide_forest,undead
Anurion the Green	can_block_missiles_360,encourages,flying,hide_forest,ignore_imbue_contact_effects_enemy,ignore_trees
Araby Boar Cavalry	causes_fear,hide_forest
Araby Boar Cavalry (Great Weapons)	causes_fear,hide_forest
Araby Boar Cavalry (Ironfists)	causes_fear,hide_forest
Araby Crushers (Great Weapons)	causes_fear,hide_forest,wallbreaker
Araby Crushers (Ironfists)	causes_fear,hide_forest,wallbreaker
Araby Ogre Bulls	causes_fear,hide_forest,ogre_charge
Araby Ogre Bulls (Dual Weapons)	causes_fear,hide_forest,ogre_charge
Araby Ogre Bulls (Ironfists)	causes_fear,hide_forest,ogre_charge
Arabyan Knights	hide_forest
Arachnarok	causes_fear,causes_terror,moulder_monster,strider
Arachnarok Spider	causes_fear,causes_terror,expendable,spider,squig,strider
Arachnarok Spider (Flinger)	causes_fear,causes_terror,expendable,spider,squig,strider
Aragnir	causes_fear,causes_terror,flying
Arandir Swiftwing	causes_fear,encourages,fatigue_immune,glorious_charge,hide_forest,mounted_fire_move
Aranessa Saltspite	causes_fear,charge_defense_vs_large,charge_reflection,encourages,hide_forest,immune_to_psychology
Araveena	encourages,flying,hide_forest
Arbaal the Chaos Spawn	causes_fear,hide_forest,mark_khorne,unbreakable
Arbaal the Undefeated	causes_fear,encourages,guerrilla_deploy,hide_forest,mark_khorne
Arcalux, Prince of Fury	causes_fear,causes_terror,daemonic,encourages
Arcane Phoenix	causes_fear,causes_terror,flying
Arch Lector	encourages,hide_forest,unbreakable
Archaon the Everchosen	causes_fear,encourages,hide_forest,immune_to_psychology,strider
Archaon the Everslave	encourages,hide_forest,immune_to_psychology
Archers	hide_forest
Archers (Light Armour)	hide_forest
Archmage (Beasts)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Death)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Fire)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Heavens)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (High)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Life)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Light)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Metal)	causes_fear,causes_terror,encourages,flying,hide_forest
Archmage (Shadows)	causes_fear,causes_terror,encourages,flying,hide_forest
Arch-Pontifex Sitch	causes_fear,encourages,hide_forest,moulder_monster
'Ard As A Rock Idol	causes_fear,causes_terror,construct,unbreakable
Ariel	causes_fear,causes_terror,encourages,guerrilla_deploy,hide_forest,strider
Arkat Fooger	charge_defense,encourages,hide_forest
Arkhan the Black	causes_fear,causes_terror,encourages,flying,hide_forest,ogre_charge,strider,undead,wallbreaker
Arkhan, Mortarch of Sacrament	causes_fear,causes_terror,encourages,flying,hide_forest,strider,undead
Armand d'Aquitaine	causes_fear,causes_terror,encourages,flying,hide_forest,knight
Armoured Giant	causes_fear,causes_terror,wallbreaker
Armoured Kossars	hide_forest
Armoured Kossars (Great Weapons)	hide_forest
Armoured Kossars (Spears)	charge_defense_vs_large,charge_reflection,hide_forest
Armoured Rat Ogres	causes_fear,hide_forest,moulder_monster
Armoured Squig Hoppers	expendable,guerrilla_deploy,hide_forest,immune_to_psychology,squig
Asarnil the Dragonlord	causes_fear,causes_terror,charge_defense_vs_large,encourages,flying,hide_forest,immune_to_psychology
Ashigarus (Bows)	hide_forest,peasant
Ashigarus (Matchlocks)	hide_forest,peasant
Ashigarus (Yaris)	charge_defense_vs_large,charge_reflection,hide_forest,peasant
Aspiring Champions	encourages,hide_forest
Asrai Spearmen	charge_defense_vs_large,charge_reflection,hide_forest,ignore_trees,stalk
Assassin	encourages,guerrilla_deploy,stalk,strider
Assassins of the Twelve Arms	causes_fear,guerrilla_deploy,immune_to_psychology,stalk
Asta of Vinnskor	charge_defense_vs_large,encourages,hide_forest,mounted_fire_move,unbreakable
Asta's Honorguard	causes_fear,encourages,hide_forest,unbreakable
Astragoth Ironhand	contempt,encourages,hide_forest,immune_to_psychology,wallbreaker
Astromancer	causes_fear,causes_terror,encourages,flying,hide_forest,spell_mastery
Atakai	encourages,hide_forest,skink
Ataman	encourages,hide_forest
Athel Tamarha Faithbearers	encourages,hide_forest
Auaralion	causes_fear,causes_terror,charge_defense_vs_large,encourages,flying,hide_forest
Aucassin de Hane	causes_fear,encourages,hide_forest,knight,the_hunger,undead
Augas Swarm	causes_fear,strider
Aurelion	causes_fear,encourages,flying,hide_forest
Auroral Eidolons	causes_fear,hide_forest,strider,undead
Autumn Sentinels	causes_fear,charge_defense_vs_large,guerrilla_deploy,hide_forest,ignore_trees,immune_to_psychology
Auxiliary Saurus Warriors	hide_forest
Auxiliary Saurus Warriors (Shields)	hide_forest
